category,phone,streetAddress,name,addressState,addressCity,addressZip
"Divorce Attorneys,Criminal Law Attorneys",(816) 753-3444,3261 Gillham Plz,Martin M. Gorin,MO,"Kansas City, ",64109
Accident & Property Damage Attorneys,(855) 820-9854,,Personalinjury.org,,,
"Attorneys,Legal Service Plans",(785) 727-4144,,Total Attorneys - DUI,KS,"Lecompton, ",66050
"Attorneys,Real Estate Attorneys",(785) 843-3536,1031 Vermont St,Pendleton & Sutton,KS,"Lawrence, ",66044
"Attorneys,Legal Service Plans",(785) 749-2969,1040 New Hampshire St,Haile Selassie Joyce,KS,"Lawrence, ",66044
"Attorneys,Divorce Assistance",(785) 856-1272,16 E 13th St,Kennedy Law Office,KS,"Lawrence, ",66044
Credit & Debt Counseling,(785) 856-8720,840 Connecticut St # D,The Law Offices Of Garrett & Coons,KS,"Lawrence, ",66044
"Attorneys,Family Law Attorneys",(785) 843-1009,123 W 8th St Ste 102,J. Hawk Law Ltd,KS,"Lawrence, ",66044
Attorneys,(785) 842-0040,901 Kentucky St,"Griffy, Elbridge",KS,"Lawrence, ",66044
"Attorneys,Divorce Assistance",(785) 856-3956,3120 Mesa Way Ste B,Law Office Of Johnson & Thadani,KS,"Lawrence, ",66049
"Attorneys,General Practice Attorneys",(785) 856-5562,3300 Clinton Parkway Ct,Crews Law Firm,KS,"Lawrence, ",66047
Securities & Investment Law Attorneys,(785) 330-3385,2040 W 31st St Ste G PMB 120,Tallgrass Legal LLC,KS,"Lawrence, ",66046
"Attorneys,Legal Service Plans",(785) 841-3881,700 Massachusetts St,Solbach John,KS,"Lawrence, ",66044
"Attorneys,Legal Service Plans",(785) 856-0200,700 Massachusetts St,Kathy Perkins,KS,"Lawrence, ",66044
"Attorneys,Criminal Law Attorneys",(785) 856-0100,"719 Massachusetts St., Ste 126",Glendening Law LLC,KS,"Lawrence, ",66044
"Attorneys,Bankruptcy Services",(785) 843-4400,730 New Hampshire St,Barr Law Firm,KS,"Lawrence, ",66044
"Attorneys,Legal Service Plans",(785) 865-1558,730 New Hampshire St,Beam-Ward Kruse Wilson Wright,KS,"Lawrence, ",66044
Attorneys,(785) 331-0300,730 New Hampshire St,"Babbit, Kevin, JD",KS,"Lawrence, ",66044
Attorneys,(785) 727-2103,730 New Hampshire St,"Emert, Mark T, JD",KS,"Lawrence, ",66044
Attorneys,(785) 727-2103,730 New Hampshire St,"Davis, Paul T, JD",KS,"Lawrence, ",66044
"Attorneys,Legal Service Plans",(785) 331-0300,730 New Hampshire St,Fagan Emert & Davis,KS,"Lawrence, ",66044
Attorneys,(785) 727-2103,730 New Hampshire St,"Fagan, Brennan P, JD",KS,"Lawrence, ",66044
Attorneys,(785) 331-0300,730 New Hampshire St,"Deines, Brandon W",KS,"Lawrence, ",66044
"Attorneys,Criminal Law Attorneys",(785) 856-0780,719 Massachusetts Suite 126,"Smith Legal - Branden Smith, Attorney at Law",KS,"Lawrence, ",66044
"Attorneys,Legal Service Plans",(785) 856-1628,719 Massachusetts St Suite 120,"Barnhill, Curtis G. - Atty at Law",KS,"Lawrence, ",66044
"Attorneys,General Practice Attorneys",(785) 856-1094,719 Massachusetts St,Bellemere Law Office,KS,"Lawrence, ",66044
"Attorneys,General Practice Attorneys",(785) 842-5297,719 Massachusetts St,Rosenthal James,KS,"Lawrence, ",66044
,(785) 273-8002,2913 SW Maupin Ln,,KS,"Topeka, ",66614
,(888) 457-6043,2300 Main St,,MO,"Kansas City, ",64108
,(816) 765-7888,1323 Main St,,MO,"Grandview, ",64030
,(785) 380-0587,2813 SW Westport Plaza Dr,,KS,"Topeka, ",66614
,,,,,,
"Attorneys,Transportation Law Attorneys",(816) 416-7070,900 Westport Rd 2nd Floor,John Adams Christiansen,MO,"Kansas City, ",64014
"Attorneys,Bankruptcy Law Attorneys",(800) 742-9481,,Cloon Legal Services,,,
"Attorneys,Bankruptcy Law Attorneys",(913) 281-6605,753 State Ave Suite 388,McVay Michael J. P.A.,KS,"Kansas City, ",66101
Attorneys,(800) 336-0086,,"Early, Lucarelli, Sweeney & Meisenkothen, L.L.C.",,,
"Mediation Services,Attorneys",(785) 357-1800,212 SW 8th Ave Ste 102,Associates In Dispute Resolution LLC,KS,"Topeka, ",66603
"Attorneys,Personal Injury Law Attorneys",(816) 525-9655,,Montee Law Firm PC,,,
Legal Service Plans,(816) 482-3464,10401 Holmes Rd Ste 490,Sanders & Simpson PC,MO,"Kansas City, ",64131
"Attorneys,Legal Service Plans",(913) 385-0500,8826 Santa Fe Dr,Martin James E,KS,"Overland Park, ",66212
Tax Attorneys,(800) 525-6059,,US Tax Shield,,,
Construction Law Attorneys,(785) 246-8715,100 SE 9th St,Cooper & Lee LLC,KS,"Topeka, ",66612
"Patent, Trademark & Copyright Law...",(856) 266-5145,,IP Legal Services,,,
"Attorneys,Transportation Law Attorneys",(816) 221-0080,1101 Walnut St Ste 1300,Wyrsch Hobbs & Mirakian PC,MO,"Kansas City, ",64106
"Elder Law Attorneys,Family Law Attorneys",(816) 233-0257,,G Brent Powers,,,
"Attorneys,Personal Injury Law Attorneys",(877) 787-2334,,CALIFORNIA & NATIONWIDE TRAFFIC TICKET DEFENDERS,,,
Military & Veterans Law Attorneys,(757) 337-4360,,The Law Center: Military & Security Clearance Law,,,
DUI & DWI Attorneys,(805) 456-9778,,California & Nationwide Traffic Ticket Attorneys,,,
Transportation Law Attorneys,(661) 430-6508,,Law Office of Edward S. Orchon,,,
"Attorneys,Bankruptcy Law Attorneys",(866) 948-1182,,"Kahrs Law Offices, P. A.",KS,"Wichita, ",67278
"Family Law Attorneys,Divorce Attorneys",(785) 380-0585,534 S Kansas Ave Suite 1120,"Patton, Joe",KS,"Topeka, ",66603
"Patent, Trademark & Copyright Law...",(703) 740-8322,,Maier & Maier PLLC,,,
Social Security Consultants...,(208) 954-8252,,Social Security Disability Advisors,,,
"Attorneys,Family Law Attorneys",(785) 273-4330,534 S Kansas Ave,Cindy Patton Law,KS,"Topeka, ",66603
"Check Recovery & Verification,Attorneys",(888) 794-7325,,Recheck Inc,KS,"Wichita, ",67278
Transportation Law Attorneys,(330) 757-6670,,TVC Pro Driver,,,
"Litigation Support Services,Paralegals",(646) 580-4104,,Divorce & Family Law Paralegals,,,
"Legal Clinics,Foreclosure Services",(866) 531-6309,,Legal Aid Legal Service,,,
Attorneys,(785) 379-3890,3601 SW 29th St,"Taff Frank D, Attorney At Law",KS,"Topeka, ",66614
"Attorneys,Patent Agents",(913) 897-6738,9903 W 129th St,"Iles, Kenneth W",KS,"Overland Park, ",66213
"Litigation & Tort Attorneys,Attorneys",(913) 491-4050,4601 College Blvd,Cohen McNeile & Pappas,KS,"Leawood, ",66211
"Bankruptcy Services,Attorneys",(913) 341-9595,8014 State Line Rd,Mayer William A,KS,"Prairie Village, ",66208
,(816) 765-7888,1323 Main St,,MO,"Grandview, ",64030
,(785) 273-8002,2913 SW Maupin Ln,,KS,"Topeka, ",66614
,(785) 380-0587,2813 SW Westport Plaza Dr,,KS,"Topeka, ",66614
,(888) 457-6043,2300 Main St,,MO,"Kansas City, ",64108
,,,,,,
Accident & Property Damage Attorneys,(877) 292-1836,,Injury HelpLine®,,,
"Attorneys,Construction Law Attorneys",(866) 224-6187,,The Personal Injury Center,,,
Attorneys,(866) 224-7566,,The Personal Injury Center,,,
"Attorneys,Personal Injury Law Attorneys",(855) 880-6131,,Easily Legal,,,
"Attorneys,Personal Injury Law Attorneys",(877) 229-1643,,eLocal Lawyers,,,
"Personal Injury Law Attorneys,Attorneys",(888) 854-9816,,The Personal Injury Center,,,
"Attorneys,Personal Injury Law Attorneys",(888) 625-1346,,Easily Legal,,,
"Attorneys,Personal Injury Law Attorneys",(888) 386-1853,,Auto Accident Attorney's,,,
Accident & Property Damage Attorneys,(866) 632-5150,,Auto Accident Attorney's,,,
"Attorneys,DUI & DWI Attorneys",(877) 817-9135,,Imhoff & Associates,,,
"Attorneys,Domestic Violence Attorneys",(866) 404-0540,,Imhoff & Associates,,,
"Sex Offense Attorneys,Attorneys",(888) 772-8231,,Imhoff & Associates,,,
"Attorneys,Drug Charges Attorneys",(888) 770-8009,,Imhoff & Associates,,,
"Attorneys,Legal Consultants-Medical",(866) 422-1793,,eLocal Lawyers,,,
"Criminal Law Attorneys,Attorneys",(888) 799-7855,,Imhoff & Associates,,,
"Bankruptcy Services,Attorneys",(913) 642-5345,,McKinneySusan,,,
Social Security & Disability Law...,(913) 225-7237,8717 W 110th St,"Meagher, Teresa M.",KS,"Overland Park, ",66210
"Tax Attorneys,Attorneys",(888) 775-4470,,Victory Tax Solutions,,,
Financial Services,(816) 779-1199,"107 W Broadway, Peculiar Mo 64078",Lynn Laffoon,MO,"Peculiar, ",64078
"Insurance Attorneys,Attorneys",(816) 471-1063,1102 Grand Blvd Suite 800,"Paul D Blackman, Attorney At Law",MO,"Kansas City, ",64106
"Personal Injury Law Attorneys,Attorneys",(913) 362-8560,4800 Rainbow Blvd Ste. 100,"Pickell, Timothy V",KS,"Westwood, ",66205
Attorneys,(816) 474-0179,1100 Main St Ste 2201,"John B. Gillis, Attorney At Law",MO,"Kansas City, ",64105
"Personal Injury Law Attorneys,Attorneys",(866) 867-4704,,Personal Injury Place,,,
"Criminal Law Attorneys,Attorneys",(866) 505-9614,,Imhoff & Associates,,,
"DUI & DWI Attorneys,Attorneys",(888) 770-7340,,Imhoff & Associates,,,
"Drug Charges Attorneys,Attorneys",(888) 769-4079,,Imhoff & Associates,,,
"Sex Offense Attorneys,Attorneys",(866) 451-1420,,Imhoff & Associates,,,
"Attorneys,Divorce Assistance",(785) 842-6311,,Sloan: Eisenbarth Glassman McEntire & Jarboe,,,
"Attorneys,Criminal Law Attorneys",(877) 345-8879,,The DUI Attorney,,,
Attorneys,(816) 453-7764,"5440 N Oak Trfwy, Ste 100","Spooner & Perkins, P.C.",MO,"Kansas City, ",64118
,(785) 380-0587,2813 SW Westport Plaza Dr,,KS,"Topeka, ",66614
,(888) 457-6043,2300 Main St,,MO,"Kansas City, ",64108
,(816) 765-7888,1323 Main St,,MO,"Grandview, ",64030
,(785) 273-8002,2913 SW Maupin Ln,,KS,"Topeka, ",66614
,(816) 474-0179,1100 Main St Ste 2201,,MO,"Kansas City, ",64105
,(816) 779-1199,"107 W Broadway, Peculiar Mo 64078",,MO,"Peculiar, ",64078
,(888) 511-4058,,,,,
,(888) 386-1853,,,,,
,(855) 880-6131,,,,,
,(866) 867-4704,,,,,
,(888) 854-9816,,,,,
,(877) 229-1643,,,,,
,,,,,,
,(866) 828-1898,15095 W 116th St,,KS,"Olathe, ",66062
,(913) 795-5511,425 Main St,,KS,"Mound City, ",66056
,(785) 727-4144,,,KS,"Lecompton, ",66050
"Attorneys,Criminal Law Attorneys",(785) 246-8664,921 SW Topeka Blvd,"Swinnen & Associates, LLC",KS,"Topeka, ",66612
Attorneys Referral & Information...,(888) 659-7710,,24/7 Legal,,,
"Traffic Law Attorneys,Attorneys",(816) 398-6961,,"The Traffic Lawyers of Kopecky Law, PA",,,
"Attorneys,Personal Injury Law Attorneys",(785) 357-6311,534 S Kansas Ave,Sloan Eisenbarth Glassman McEntire & Jarboe LLC,KS,"Topeka, ",66603
Automobile Accident Attorneys,(785) 380-4551,212 SW 8th Ave,"Pearson, George H III",KS,"Topeka, ",66603
"Attorneys,Social Security Services",(800) 305-7063,,Bill Gordon & Associates - Social Security Disability Attorneys,,,
"Attorneys,Criminal Law Attorneys",(877) 623-3533,,TVC Pro Driver,,,
"Attorneys,Adoption Law Attorneys",(816) 891-9393,1801 NW Platte Rd,Law Offices of Davis|Pingel & Associates,MO,"Riverside, ",64150
Attorneys,(816) 836-5050,,Humphrey Farrington & McClain PC,,,
Workers Compensation Assistance,(816) 844-3724,,Spooner & Perkins,,,
Attorneys,(816) 744-3091,4050 Pennsylvania Ave,Law Offices of Sharon J. Meyers,MO,"Kansas City, ",64111
Attorneys,(816) 478-4844,,McArdle Law Firm,,,
Child Custody Attorneys,(816) 753-1500,4310 Madison Ave Suite 114,Allen S. Russell Jr.,MO,"Kansas City, ",64111
Criminal Law Attorneys,(816) 368-5711,1125 Grand Blvd Suite 1506,"Lurie, David M",MO,"Kansas City, ",64106
Employment Discrimination Attorneys,(816) 399-2201,1600 Genessee St,Reavey Law,MO,"Kansas City, ",64102
Malpractice Law Attorneys,(816) 398-7117,2107 Grand Blvd Suite C1,Brown and Crouppen Law Firm,MO,"Kansas City, ",64108
"Attorneys,Social Security Services",(816) 875-5138,,Mims Law Offices LLC,,,
"Attorneys,Child Custody Attorneys",(816) 836-9950,,Leonard & Finley LLC,,,
Attorneys,(785) 234-2453,5930 SW 29th St,Smith Bryan W Attorney At Law LLC,KS,"Topeka, ",66614
"Legal Service Plans,Divorce Assistance",(816) 368-5664,,"Lock, Donald J",,,
Attorneys,(816) 221-9922,1600 Baltimore Ave,Sullivan Law,MO,"Kansas City, ",64108
Legal Service Plans,(913) 281-3500,816 Ann Ave,Barnett Law Firm Chtd,KS,"Kansas City, ",66101
"Attorneys,Divorce Assistance",(816) 479-2064,4505 Madison Ave,McQuain DeHardt & Rosenbloom,MO,"Kansas City, ",64111
Attorneys,(816) 322-7400,2103 E 195th St,Bruce Jeffrey W,MO,"Belton, ",64012
"Wrongful Death Attorneys,Attorneys",(816) 421-5301,,"Redfearn Law Firm, P.C.",,,
"Tax Attorneys,Attorneys",(888) 474-4033,,AAA Tax Attorneys,,,
"Attorneys,Tax Attorneys",(888) 392-2976,,H & A Tax Relief,,,
"Tax Attorneys,Attorneys",(877) 886-1918,,AAA Tax Relief,,,
Tax Return Preparation-Business,(888) 511-4058,,AAA Tax Relief,,,
Automobile Accident Attorneys,(888) 843-4051,,Attorney Network,,,
,(785) 380-0587,2813 SW Westport Plaza Dr,,KS,"Topeka, ",66614
,(888) 457-6043,2300 Main St,,MO,"Kansas City, ",64108
,(816) 765-7888,1323 Main St,,MO,"Grandview, ",64030
,(785) 273-8002,2913 SW Maupin Ln,,KS,"Topeka, ",66614
,(913) 933-9460,11115 Ash St,,KS,"Leawood, ",66211
,(785) 380-4551,212 SW 8th Ave,,KS,"Topeka, ",66603
,(785) 749-2333,700 Massachusetts St Suite 206,,KS,"Lawrence, ",66044
,(816) 368-5711,1125 Grand Blvd Suite 1506,,MO,"Kansas City, ",64106
,(816) 398-7117,2107 Grand Blvd Suite C1,,MO,"Kansas City, ",64108
,(816) 875-5138,6220 Blue Ridge Cut Off,,MO,"Raytown, ",64133
,(816) 836-9950,3300 NE Ralph Powell Rd,,MO,"Lees Summit, ",64064
,(785) 542-1234,702 Main St,,KS,"Eudora, ",66025
,(785) 234-2453,5930 SW 29th St,,KS,"Topeka, ",66614
,(816) 368-5664,3000 NE Brooktree Ln,,MO,"Kansas City, ",64119
,(816) 221-9922,1600 Baltimore Ave,,MO,"Kansas City, ",64108
,(800) 305-7063,,,,,
,(913) 281-3500,816 Ann Ave,,KS,"Kansas City, ",66101
,(816) 479-2064,4505 Madison Ave,,MO,"Kansas City, ",64111
,(785) 843-0811,900 Massachusetts St Ste 500,,KS,"Lawrence, ",66044
,(913) 210-1542,100 E Park St Ste 204,,KS,"Olathe, ",66061
,(877) 623-3533,,,,,
,(816) 421-5301,4200 Little Blue Pkwy Suite 630,,MO,"Independence, ",64057
,(816) 523-2400,1411 E 104th St # 100,,MO,"Kansas City, ",64131
,(816) 322-7400,2103 E 195th St,,MO,"Belton, ",64012
,(816) 525-9655,10200 Holmes Rd,,MO,"Kansas City, ",64131
,(816) 891-9393,1801 NW Platte Rd,,MO,"Riverside, ",64150
,(913) 642-5345,,,,,
,(913) 225-7237,8717 W 110th St,,KS,"Overland Park, ",66210
,(785) 856-3264,840 Connecticut St Suite C,,KS,"Lawrence, ",66044
,(785) 841-4700,808 Massachusetts St,,KS,"Lawrence, ",66044
,(816) 765-7888,1323 Main St,,MO,"Grandview, ",64030
,(913) 362-8560,4800 Rainbow Blvd Ste. 100,,KS,"Westwood, ",66205
,(816) 471-1063,1102 Grand Blvd Suite 800,,MO,"Kansas City, ",64106
,(785) 843-0450,842 Louisiana St,,KS,"Lawrence, ",66044
