category,phone,streetAddress,name,addressState,addressCity,addressZip
Elementary Schools,(816) 501-8127,217 e Gregory,Waldo Gymnastics,MO,"Kansas City, ",64114
Soccer Clubs,(913) 851-9898,9701 W 67th St,Soccer Excellence,KS,"Shawnee, ",66203
Public Swimming Pools,(785) 543-6142,CITY Park,Phillipsburg Swimming Pool,KS,"Phillipsburg, ",67661
Soccer Clubs,(816) 459-7543,6022 NE Antioch Rd,Western Missouri Soccer,MO,"Kansas City, ",64119
"Tennis Courts-Private,Tennis Courts",(913) 789-8000,6501 Frontage Rd,K C Racquet & Tennis,KS,"Mission, ",66202
Baseball Clubs & Parks,(816) 436-1336,6913 N Campbell St,Northland Rotational Softball,MO,"Kansas City, ",64118
Sports Promoters & Managers,(913) 403-0770,6740 Antioch Rd,Enjoy The Game,KS,"Overland Park, ",66204
"Night Clubs,Restaurants,Bar & Grills",(816) 452-2660,7210 NE 43rd St,The All Star Grill and Bar,MO,"Kansas City, ",64117
Soccer Clubs,(816) 231-4812,5909 Equitable Rd,Kansas City Soccer Dome,MO,"Kansas City, ",64120
Baseball Clubs & Parks,(816) 921-8000,1 Royal Way,Kansas City Royals Radio,MO,"Kansas City, ",64129
Football Clubs,(816) 924-4000,1 Lancer Ln,Kansas City Chiefs Football,MO,"Kansas City, ",64157
Soccer Clubs,(913) 888-5425,8875 Rosehill Rd,All American Indoor Sports Inc,KS,"Lenexa, ",66215
Soccer Clubs,(913) 599-4884,8263 Flint St,Challenger Sports,KS,"Overland Park, ",66214
,,,,,,
"Tennis Courts-Private,Tennis Courts",(913) 897-4444,14481 Metcalf Ave,"Wolf, Mike",KS,"Overland Park, ",66223
Sports Promoters & Managers,(816) 525-6889,910 NW Blue Pkwy,Sports Nutz,MO,"Lees Summit, ",64086
Private Swimming Pools,(913) 681-6529,14716 Wedd St,Windsor Hills Cabana Pool,KS,"Overland Park, ",66221
Soccer Clubs,(913) 782-6434,708 S Rogers Rd Ste C,Kansas State Youth Soccer Assn,KS,"Olathe, ",66062
"Golf Courses,Golf Practice Ranges",(816) 220-3673,1601 NE R D Mize Rd,Adams Pointe Golf Club,MO,"Blue Springs, ",64014
Soccer Clubs,(913) 764-4111,1499 E 151st St,Olathe Soccer Club,KS,"Olathe, ",66062
"Private Golf Courses,Private Clubs,Clubs",(816) 781-3349,19808 County Road H,Liberty Hills Country Club,MO,"Liberty, ",64068
"Private Golf Courses,Golf Courses",(816) 331-3978,15101 Grand Summit Blvd,Grand Summit Golf & Country Club,MO,"Grandview, ",64030
Martial Arts Instruction,(816) 224-0000,1241 SW State Route 7,Pruter's Sport Taekwondo Martial Arts Fitness,MO,"Blue Springs, ",64014
"Golf Courses,Golf Equipment & Supplies",(816) 537-6556,3161 S State Route 291,Shamrock Hills Golf Club,MO,"Lees Summit, ",64082
Soccer Clubs,(913) 651-3800,314 Delaware St,Leavenworth City Soccer Association,KS,"Leavenworth, ",66048
Social Service Organizations,(913) 301-3376,18573 Stillwell Rd,Tri County Rod & Gun Club,KS,"Linwood, ",66052
Directory & Guide Advertising,(913) 428-9583,PO Box 3591,YouthSportsKC.com,KS,"Olathe, ",66063
Soccer Clubs,(913) 764-6405,1570 S Mahaffie Cir,Olathe Soccer Club,KS,"Olathe, ",66062
"Soccer Clubs,Sporting Goods",(913) 397-6566,15440 S Keeler St,Soccer Kemistry,KS,"Olathe, ",66062
"Baseball Clubs & Parks,Clubs",(816) 847-1200,1215 NW Pamela Blvd,Diamond Skilz,MO,"Grain Valley, ",64029
"Private Golf Courses,Golf Courses",(816) 540-5225,21601 E State Route P,Country Creek Golf Club,MO,"Pleasant Hill, ",64080
Golf Courses,(816) 380-4920,20800 E 215th St,Country Creek Golf Club,MO,"Harrisonville, ",64701
,,,,,,
Soccer Clubs,(816) 920-9300,2 Arrowhead Dr,Kansas City Wizards Pro SOCCER,MO,"Kansas City, ",64129
Soccer Clubs,(913) 432-2250,6711 Hauser Dr,Shawnee Soccer Club,KS,"Shawnee, ",66216
Soccer Clubs,(913) 851-9898,8255 Melrose Dr,Soccer Excellence,KS,"Overland Park, ",66214
Swimming Instruction,(816) 781-7946,6603 Royal St,Tsunami Swim Team Of KC,MO,"Pleasant Valley, ",64068
Golf Courses,(816) 505-1226,10111 N Helena Ave,Tiffany Greens Golf,MO,"Kansas City, ",64154
Soccer Clubs,(913) 888-8702,9063 Bond St,All American Sport Inc,KS,"Overland Park, ",66214
Soccer Clubs,(913) 549-4498,7230 W 79th St,Overland Park Soccer Club,KS,"Overland Park, ",66204
Soccer Clubs,(913) 268-5425,7604 Wedd St,Kansas City Women's Sports,KS,"Overland Park, ",66204
Baseball Clubs & Parks,(816) 734-8449,9217 N Brighton Ave,NKC Area Baseball League Inc,MO,"Kansas City, ",64156
Golf Courses,(816) 252-2000,2400 S Maywood Ave,Rockwood Golf Club,MO,"Independence, ",64052
"Tennis Courts-Private,Tennis Courts",(913) 642-6880,6800 W 91st St,Overland Park Racquet Club,KS,"Overland Park, ",66212
Private Swimming Pools,(913) 381-2603,8932 Maple Cir,Round Hill Bath & Tennis Club Inc,KS,"Overland Park, ",66207
Soccer Clubs,(816) 313-7721,6029 Raytown Rd,Raytown Soccer Club,MO,"Raytown, ",64133
"Golf Practice Ranges,Golf Courses",(913) 724-4653,4605 Clubhouse Dr,Falcon Lakes Golf Club,KS,"Basehor, ",66007
"Golf Courses,Private Golf Courses",(913) 897-3809,12501 Quivira Rd,Overland Park Golf Club,KS,"Overland Park, ",66213
"Golf Courses,Golf Practice Ranges",(913) 897-3804,11099 W 135th St,St Andrews Golf Club,KS,"Overland Park, ",66221
Golf Courses,(816) 350-9900,15400 E 34th St S,Drumm Farm Golf Club,MO,"Independence, ",64055
"Batting Cages,Golf Practice Ranges",(913) 492-4386,18145 W 87th St,Kansas Sports Center,KS,"Lenexa, ",66219
"Private Swimming Pools,Private Clubs",(913) 469-4172,12700 Overbrook Rd,Leawood South Pro Shop,KS,"Leawood, ",66209
Golf Tournament Booking & Planning...,(913) 529-2235,18145 W 87th St,Golf Club of Kansas,KS,"Lenexa, ",66219
"Golf Courses,Golf Practice Ranges",(913) 393-4653,20200 Prairie Star Pkwy,Falcon Ridge Golf Club,KS,"Lenexa, ",66220
"Private Golf Courses,Private Clubs",(913) 402-1000,14225 Dearborn St,Nicklaus Golf Club at LionsGate,KS,"Overland Park, ",66223
Sports Promoters & Managers,(913) 397-9024,13095 S Mur Len Rd Ste 140,USA Athletes Intl Inc,KS,"Olathe, ",66062
Private Swimming Pools,(816) 478-0888,14200 E Covington Rd,Tomasha Swim Club,MO,"Independence, ",64055
"Baseball Clubs & Parks,Clubs",(913) 469-6829,12500 W 119th Ter,Stoll Park Softball Line,KS,"Overland Park, ",66213
"Sports Promoters & Managers,Clubs",(913) 563-5400,7450 W 130th St,Premier Sports Management Inc,KS,"Overland Park, ",66213
"Party & Event Planning,Sporting Goods",(816) 886-6356,19310 E. 50th Terrace,Best Midwest Sports,MO,"Independence, ",64055
Soccer Clubs,(913) 685-2872,13700 Switzer Rd,Blue Valley Soccer Club,KS,"Overland Park, ",66221
Soccer Clubs,(816) 795-7708,20120 E Jackson Dr,Soccer Master,MO,"Independence, ",64057
Tennis Courts-Private,(913) 897-4444,14481 Metcalf Ave,Elite Squad Tennis,KS,"Overland Park, ",66223
,,,,,,
Baseball Clubs & Parks,(913) 328-2255,1800 Village West Pkwy,Kansas City T-Bones,KS,"Kansas City, ",66111
Baseball Clubs & Parks,(800) 676-9257,KAUFFMAN Stadium - One Royal Way,Kansas City Royals,MO,"Kansas City, ",64129
Sports Clubs & Organizations,(913) 334-9526,1800 Village West Pkwy,Kc Wizzards,KS,"Kansas City, ",66111
Sports Clubs & Organizations,(913) 608-5742,2418 Park Dr,Sports Club Champs,KS,"Kansas City, ",66102
Sports Clubs & Organizations,(913) 233-0445,548 S Coy St,Heart Of America Region USA,KS,"Kansas City, ",66105
Sports Clubs & Organizations,(816) 942-2820,1027 W 67th Ter,Volleyball Beach,MO,"Kansas City, ",64113
Sports Clubs & Organizations,(913) 422-4070,19800 Johnson Dr,Shawnee Mission Beach Volleyball,KS,"Shawnee, ",66218
Hockey Clubs,(816) 252-7825,19100 E Valley View Pkwy,Missouri Mavericks,MO,"Independence, ",64055
"Sports Clubs & Organizations,Schools",(816) 836-8552,9001 James A Reed Rd,KC Parochial League,MO,"Kansas City, ",64138
Sports Clubs & Organizations,(913) 499-8704,8500 W 110th St,Puma Futbol Club Inc,KS,"Overland Park, ",66210
Sports Clubs & Organizations,(913) 888-6287,15546 W 108th St,Mavs,KS,"Lenexa, ",66219
Sports Clubs & Organizations,(816) 295-1179,1201 NW Jefferson St,Missouri USA Wrestling,MO,"Blue Springs, ",64015
Sports Clubs & Organizations,(816) 228-2140,1334 SE Scenic Dr,Bandits Baseball,MO,"Blue Springs, ",64014
Hockey Clubs,(316) 264-4625,,Wichita Thunder,,,
Baseball Clubs & Parks,(316) 264-6887,,Wichita Wingnuts,,,
Self Defense Instruction & Equipment,(816) 808-7309,1331 Swift Ave,Elements Martial Arts Inc.: Training for Women & Children,MO,"North Kansas City, ",64116
Tennis Courts-Private,(816) 842-8811,306 Tennis Ct,Northland Racquet Club,MO,"Kansas City, ",64116
Elementary Schools,(816) 501-8127,217 e Gregory,Waldo Gymnastics,MO,"Kansas City, ",64114
Soccer Clubs,(913) 851-9898,9701 W 67th St,Soccer Excellence,KS,"Shawnee, ",66203
Public Swimming Pools,(785) 543-6142,CITY Park,Phillipsburg Swimming Pool,KS,"Phillipsburg, ",67661
Soccer Clubs,(816) 459-7543,6022 NE Antioch Rd,Western Missouri Soccer,MO,"Kansas City, ",64119
"Tennis Courts-Private,Tennis Courts",(913) 789-8000,6501 Frontage Rd,K C Racquet & Tennis,KS,"Mission, ",66202
Baseball Clubs & Parks,(816) 436-1336,6913 N Campbell St,Northland Rotational Softball,MO,"Kansas City, ",64118
Sports Promoters & Managers,(913) 403-0770,6740 Antioch Rd,Enjoy The Game,KS,"Overland Park, ",66204
"Night Clubs,Restaurants,Bar & Grills",(816) 452-2660,7210 NE 43rd St,The All Star Grill and Bar,MO,"Kansas City, ",64117
Soccer Clubs,(816) 231-4812,5909 Equitable Rd,Kansas City Soccer Dome,MO,"Kansas City, ",64120
Baseball Clubs & Parks,(816) 921-8000,1 Royal Way,Kansas City Royals Radio,MO,"Kansas City, ",64129
Football Clubs,(816) 924-4000,1 Lancer Ln,Kansas City Chiefs Football,MO,"Kansas City, ",64157
Soccer Clubs,(913) 888-5425,8875 Rosehill Rd,All American Indoor Sports Inc,KS,"Lenexa, ",66215
Soccer Clubs,(913) 599-4884,8263 Flint St,Challenger Sports,KS,"Overland Park, ",66214
,,,,,,
