category,phone,streetAddress,name,addressState,addressCity,addressZip
Consulting Engineers,(785) 832-0252,612 Kentucky St,JMC Consulting Engineers,KS,"Lawrence, ",66044
Government Consultants,(785) 840-0879,708 W 9th St,IT Consulting Services Inc,KS,"Lawrence, ",66044
Business Coaches & Consultants,(913) 370-7789,1541 Harper St,Echelon Consulting Group,KS,"Lawrence, ",66044
Business Coaches & Consultants,(785) 856-0421,325 Homestead Dr,Al Bonner Consulting,KS,"Lawrence, ",66049
Business Coaches & Consultants,(785) 749-7623,1212 Oxford Ter,Drjane R Wegner Consulting,KS,"Lawrence, ",66049
Business Coaches & Consultants,(785) 841-6942,3200 Sherwood Dr,Kristin Wethington Consulting,KS,"Lawrence, ",66049
Business Coaches & Consultants,(785) 727-4499,2929 Prairie Ct,Echelon Consulting Group,KS,"Lawrence, ",66046
Business Coaches & Consultants,(785) 865-5340,2000 Crossgate Dr,Lap Consulting Service,KS,"Lawrence, ",66047
Business Coaches & Consultants,(785) 841-6012,2006 Riviera Ct,Nalbandian Consulting,KS,"Lawrence, ",66047
Business Coaches & Consultants,(785) 856-2775,2108 W 27th St,Macxprts Kansas,KS,"Lawrence, ",66047
Management Consultants,(785) 856-8970,1104 Williamsburg Pl,Action International Bus Cchng,KS,"Lawrence, ",66049
Management Consultants,(785) 842-6498,4194 Blackjack Oak Dr,Keith Ely & Assoc,KS,"Lawrence, ",66047
Financial Planning Consultants,(785) 841-7238,1201 Wakarusa Dr,Campbell Becker Inc,KS,"Lawrence, ",66049
Marketing Consultants,(785) 832-9400,PO Box 3510,Lehman Communications Inc,KS,"Lawrence, ",66046
Marketing Programs & Services,(785) 856-1626,801 Massachusetts St,Esquina,KS,"Lawrence, ",66044
Web Site Design & Services,(785) 331-0333,123 W 8th St,Flory Design,KS,"Lawrence, ",66044
,,,,,,
Public Relations Counselors,(785) 842-8909,1236 Inverness Dr,Spread The News Public Rltns,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 856-7280,4500 Bob Billings Pkwy,Probitas Wealth,KS,"Lawrence, ",66049
Business Coaches & Consultants,(785) 838-3994,1518 Inverness Dr,"Easterday, Michael J",KS,"Lawrence, ",66047
Consulting Engineers,(785) 856-4900,1201 Wakarusa Dr,Huffman Corridor Consulting,KS,"Lawrence, ",66049
Business Coaches & Consultants,(785) 841-7120,1201 Wakarusa Dr,Crititech Inc,KS,"Lawrence, ",66049
"Investments,Stock & Bond Brokers",(785) 841-3700,1201 Wakarusa Dr,Lancaster Pollard,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 856-7111,1321 Wakarusa Dr,Ameriprise Financial Services Inc,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 856-7111,1321 Wakarusa Dr,Ameriprise Financial,KS,"Lawrence, ",66049
"Financial Planning Consultants,Insurance",(785) 856-1652,4840 Bob Billings Pkwy,Scaletty Steve,KS,"Lawrence, ",66049
Tax Return Preparation,(785) 838-4380,4840 Bob Billings Pkwy,Midwest Tax & Financial,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 371-4000,4840 Bob Billings Pkwy # 101,Secure Financial Svc Inc,KS,"Lawrence, ",66049
Tax Return Preparation,(785) 838-4380,4840 Bob Billings Pkwy Ste 104,Tax Advisory Group of Lawrence Inc,KS,"Lawrence, ",66049
Investment Advisory Service,(785) 842-9690,1441 Wakarusa Dr,Becker Investments Inc,KS,"Lawrence, ",66049
Financial Services,(785) 842-7800,4910 Corporate Centre Dr,Stifel Nicolaus,KS,"Lawrence, ",66047
Consulting Engineers,(785) 832-1105,4910 Corporate Centre Dr,Hoss & Brown Engineers Inc,KS,"Lawrence, ",66047
Consulting Engineers,(785) 832-1105,4910 Corporate Centre Dr # 177,Laughlin Peter PE,KS,"Lawrence, ",66047
"Insurance,Agriculture Insurance",(785) 331-4596,4910 Corporate Centre Dr,American Financial Group,KS,"Lawrence, ",66047
Financial Planning Consultants,(785) 331-4400,1425 Oread West St,Whitney Financial Group Inc,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 749-3209,1425 Oread West St,Gaumer Financial Service,KS,"Lawrence, ",66049
Investment Advisory Service,(785) 841-9517,1425 Oread West St,Schenewerk Roger,KS,"Lawrence, ",66049
Investment Advisory Service,(785) 841-9517,1425 Oread West St,Whitney Wayne,KS,"Lawrence, ",66049
Investment Advisory Service,(785) 841-9517,1425 Oread West St # 1006,Schenewerk Roger,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 841-9517,1425 Oread West St # 106,Dann Terri,KS,"Lawrence, ",66049
Investment Advisory Service,(785) 841-9517,1425 Oread West St # 106,Penny Kim,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 841-9517,1425 Oread West St # 106,"Johnson, Donna",KS,"Lawrence, ",66049
Investment Advisory Service,(785) 841-9517,1425 Oread West St # 106,Pavlyak Greg,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 338-9230,1425 Oread West St # 105,Risk Management,KS,"Lawrence, ",66049
Commodity Brokers,(785) 338-9230,1425 Oread West St,Intl Fc Stone Inc,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 842-7680,1811 Wakarusa Dr,Wells Fargo Advisors,KS,"Lawrence, ",66047
Annuities & Retirement Insurance Plans,(785) 842-7680,1811 Wakarusa Dr,Ingles Jeffrey,KS,"Lawrence, ",66047
,,,,,,
Investment Securities,(785) 749-1111,1429 Oread West St,Morgan Stanley,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 842-2671,2236 Killarney Ct,Bismarck Group,KS,"Lawrence, ",66047
Pharmaceutical Consultants,(785) 843-8429,1100 Summerfield Way,Midwest Pharmaceutical Consult,KS,"Lawrence, ",66049
Consulting Engineers,(785) 838-3733,5040 Bob Billings Pkwy # A,Flint Hills Scientific,KS,"Lawrence, ",66049
Investment Management,(785) 749-6030,5006 Jeffries Ct,Attucks Asset Management,KS,"Lawrence, ",66047
"Trust Companies,Investments",(785) 749-0904,5200 Bob Billings Pkwy,TCK Trust & Financial,KS,"Lawrence, ",66049
Business Coaches & Consultants,(785) 843-4447,17567 26th St,Business Service Resource Group,KS,"Lawrence, ",66044
Business Coaches & Consultants,(785) 691-9748,468 N 1700 Rd,Norman Ecological Consltng,KS,"Lawrence, ",66049
Business Coaches & Consultants,(785) 748-0842,599 N 1000 Rd,Richard D Miller,KS,"Lawrence, ",66047
General Contractor Engineers,(785) 856-3360,2029 Becker Dr,360 Energy Engineers,KS,"Lawrence, ",66047
Business Coaches & Consultants,(785) 832-2110,2029 Becker Dr,Lawrence Regional Technology Center,KS,"Lawrence, ",66047
Investment Securities,(800) 776-3350,4600 Madison Ave,Morgan Stanley,KS,"Lawrence, ",66044
Business & Personal Coaches,(785) 842-5772,,"Bethel, Marybeth MS",KS,"Lawrence, ",66044
Web Site Design & Services,(785) 550-2087,,No Hassle Design & Hosting,KS,"Lawrence, ",66046
Financing Consultants,(785) 865-0878,,Hui Financial Group,KS,"Lawrence, ",66044
Computers & Computer Equipment-Service...,(785) 331-5956,,Blue Collar Computer Consulting,KS,"Lawrence, ",66044
Pest Control Services,(785) 393-4116,,Brs Pest Control & Consulting,KS,"Lawrence, ",66044
Business Coaches & Consultants,(785) 832-8234,,Kansas Innovation Corp,KS,"Lawrence, ",66044
,(785) 832-6679,2832 Iowa St,Technical & Data Consulting,KS,"Lawrence, ",66046
Inspection Service,(816) 368-2597,,PST Engineering,,,
"Franchising,Investments",(866) 934-7167,,Sunshine Franchise Consulting & Brokerage,,,
Swimming Pool Construction,(816) 797-3115,,Classic Pool Construction,MO,"Independence, ",64050
Telephone Equipment & Systems,(816) 842-2200,,Converged Communications LLC,,,
Secretarial Services,(800) 897-9880,,Ability Answering Service,,,
Business Documents & Records-Storage...,(785) 749-2328,,Jayhawk File Express,,,
,(877) 365-4068,,Alpha Consulting Group,,,
Credit & Debt Counseling,(877) 206-8692,,ClearPoint Credit Counseling Solutions,,,
Sports & Entertainment Ticket Sales,(662) 325-2323,,Mississippi State University,,,
Mutual Funds,(888) 891-1510,,Edward Jones,,,
Swimming Pool Designing & Consulting,(913) 533-2332,,Complete Pool & Concrete Const,,,
,,,,,,
Financial Services,(785) 843-1371,730 New Hampshire St Ste 212,Edward Jones - Financial Advisor: Jeff Peterson,KS,"Lawrence, ",66044
Financial Services,(785) 838-3271,901 Kentucky St Ste #101,Edward Jones - Financial Advisor: Mark R Brosa,KS,"Lawrence, ",66044
Financial Services,(785) 841-0342,1410 Kasold Dr Suite A4,Edward Jones - Financial Advisor: Loren Gottschalk,KS,"Lawrence, ",66049
Financial Services,(785) 842-2450,2449 Iowa St Suite A-1,Edward Jones - Financial Advisor: Liz Kundin,KS,"Lawrence, ",66046
Financial Services,(785) 841-0382,4106 W 6th St Suite A,Edward Jones - Financial Advisor: Todd Walker,KS,"Lawrence, ",66049
Financial Services,(785) 841-6262,4828 Quail Crest Pl Ste B,Edward Jones - Financial Advisor: Harley D Catlin,KS,"Lawrence, ",66049
Financial Services,(785) 841-6262,4828 Quail Crest Pl Ste B,Edward Jones - Financial Advisor: Ryan J Catlin,KS,"Lawrence, ",66049
Structural Engineers,(785) 856-9600,850 E 13th St,Cook Flatt Strobel Engineers PA,KS,"Lawrence, ",66044
"Banks,Commercial & Savings Banks",(785) 749-2224,3400 W 6th St,Truity Credit Union,KS,"Lawrence, ",66049
"Estate Planning, Probate, & Living...",(785) 856-7111,1311 Wakarusa Dr Suite 2121,Ameriprise Financial Services Inc,KS,"Lawrence, ",66049
"Air Duct Cleaning,Carpet & Rug Cleaners",(785) 842-1402,,All Pro Services Inc,KS,"Lawrence, ",66044
Water Damage Restoration,(785) 842-0351,1420 N 3rd St,Paul Davis Restoration,KS,"Lawrence, ",66044
Computer System Designers & Consultants,(785) 331-5819,3804 Pinnacle Cir,Jberra Design,KS,"Lawrence, ",66049
Computers & Computer Equipment-Service...,(785) 727-1355,2625 Moundview Dr,Best Deal Computers,KS,"Lawrence, ",66049
Computers & Computer Equipment-Service...,(785) 841-8766,4105 W 6th St,DoctorDave Computer Repair,KS,"Lawrence, ",66049
Alzheimer's Care & Services,(785) 841-4262,1429 Kasold Dr,Lawrence Presbyterian Manor,KS,"Lawrence, ",66049
"Appraisers,Real Estate Appraisers",(785) 371-3072,"4000 W 6th St, Suite B130","Veritas Appraisals and Consulting, LLC",KS,"Lawrence, ",66049
"Financial Services,Stock & Bond Brokers",(785) 841-3909,3300 Clinton Parkway Ct 100,Edward Jones - Financial Advisor: Scott Burkhart,KS,"Lawrence, ",66047
Business & Economic Development,(785) 249-7893,1036 April Rain Road,"KG Consulting Group, LLC",KS,"Lawrence, ",66049
Management Consultants,(785) 312-9150,100 Riverfront Rd,EFM Integrated,KS,"Lawrence, ",66044
Computers & Computer Equipment-Service...,(785) 832-7177,1 Riverfront Plz,Geeks On Wheels,KS,"Lawrence, ",66044
Advertising Agencies,(785) 838-4774,805 New Hampshire St,Callahan Creek Inc,KS,"Lawrence, ",66044
Marketing Programs & Services,(785) 749-5336,912 Tennessee St,Volicity Marketing,KS,"Lawrence, ",66044
Computer & Equipment Dealers,(785) 841-9513,4921 Legends Dr,Microtech Computers Inc,KS,"Lawrence, ",66049
"Management Consultants,Attorneys",(785) 840-9676,5020 Bob Billings Pkwy # C,Midland Group,KS,"Lawrence, ",66049
Financial Planning Consultants,(785) 843-4939,211 E 8th St,Reinhardt Financial Services,KS,"Lawrence, ",66044
Business Coaches & Consultants,(785) 856-8400,901 Kentucky St # 106,Teamsynergy,KS,"Lawrence, ",66044
"Consulting Engineers,General Contractors",(785) 832-8866,2721 Oregon St,Pinnacle Technology Inc,KS,"Lawrence, ",66046
Consulting Engineers,(785) 832-8866,2721 Oregon St,Johnson Donna,KS,"Lawrence, ",66046
"Insurance,Financial Planning Consultants",(785) 841-7444,2201 W 25th St,Farm Bureau Financial Services,KS,"Lawrence, ",66047
,(877) 206-8692,,,,,
,(816) 751-9334,,,,,
,(816) 237-5420,1201 Walnut St,,MO,"Kansas City, ",64106
,(501) 753-0202,,,,,
,,,,,,
Computer Service & Repair-Business,(785) 393-9593,,StultsPC,,,
"Sculptors,Fine Art Artists",(620) 874-1372,,"Rickford Consulting, Sculpture & Design",,,
Employee Benefit Consulting Services,(913) 220-2266,,"HR Benefits, Inc.",,,
