category,phone,streetAddress,name,addressState,addressCity,addressZip
Flood Insurance,(913) 764-1960,14106 W 135th St,Trabert Moody Insurance,KS,"Olathe, ",66062
Health Plans-Information & Referral...,(913) 823-6700,8140 Ward Pkwy Ste 430,Preferred Health Professionals,MO,"Kansas City, ",64114
Attorneys,(785) 379-3891,3601 SW 29th St,"Taff Frank D, Attorney At Law",KS,"Topeka, ",66614
Attorneys,(816) 474-0179,1100 Main St Ste 2201,"John B. Gillis, Attorney At Law",MO,"Kansas City, ",64105
"Insurance,Auto Insurance",(888) 373-8694,,American Family Insurance,,,
Insurance,(785) 330-5030,2233 Louisiana St Suite H2,"Allstate Insurance Company - Steven Dreiling, Premier Agency",KS,"Lawrence, ",66046
"Auto Insurance,Insurance,Life Insurance",(888) 522-1887,,Allstate Insurance Company,,,
"Homeowners Insurance,Life Insurance",(785) 856-2580,708 W 9th St Ste 212,Farmers Insurance - Brad Ochs,KS,"Lawrence, ",66044
Insurance,(785) 840-4924,520 W 23rd St Suite F,KC Insurance,KS,"Lawrence, ",66046
"Homeowners Insurance,Life Insurance",(785) 749-4800,601 Missouri St Ste 3,Farmers Insurance - Michael Conner,KS,"Lawrence, ",66044
"Insurance,Financial Services",(785) 843-2532,2233 Louisiana St Ste H2,Allstate Insurance - Steven Dreiling,KS,"Lawrence, ",66046
Insurance,(785) 842-4193,543 Lawrence Ave,Dennis Garrison-State Farm Insurance,KS,"Lawrence, ",66049
"Dental Insurance,Insurance",(877) 379-3563,,Encore Dental,,,
,(888) 431-3748,,,,,
,(888) 444-0603,,,,,
,(877) 294-7187,,,,,
,(877) 331-8261,,,,,
,,,,,,
Insurance,(888) 820-1956,,US Insurance Net,,,
"Homeowners Insurance,Insurance",(877) 814-2573,,US Insurance Net,,,
"Renters Insurance,Insurance",(888) 346-8628,,Insurancery,,,
"Auto Insurance,Motorcycle Insurance",(888) 760-3886,,Insurancery,,,
"Homeowners Insurance,Insurance",(888) 346-8174,,Insurancery,,,
Health Plans-Information & Referral...,(888) 346-8143,,Insurancery,,,
"Insurance,Property & Casualty Insurance",(888) 815-8846,,US Insurance Net,,,
Insurance,(888) 815-9032,,US Insurance Net,,,
Property & Casualty Insurance,(888) 815-8960,,US Insurance Net,,,
"Life Insurance,Motorcycle Insurance",(888) 816-0245,,US Insurance Net,,,
"Insurance,Auto Insurance",(888) 815-9018,,US Insurance Net,,,
"Life Insurance,Health Insurance",(888) 816-0138,,US Insurance Net,,,
"Motorcycle Insurance,Health Insurance",(888) 816-0145,,US Insurance Net,,,
Auto Insurance,(913) 661-0600,11807 College Blvd,Van Hercke Insurance Agency Inc,KS,"Overland Park, ",66210
"Insurance,Homeowners Insurance",(785) 542-3276,218 E 20th St,Keith Nowland - State Farm Insurance Agent,KS,"Eudora, ",66025
"Insurance,Auto Insurance",(888) 494-5280,,Discount Insurance Quotes,,,
"Insurance,Auto Insurance",(866) 763-0251,,Discount Insurance Quotes,,,
"Homeowners Insurance,Health Insurance",(888) 815-8828,,Esurance,,,
"Insurance,Auto Insurance",(888) 542-4965,,21st Century Insurance,,,
"Auto Insurance,Insurance",(866) 446-3955,,Cheap Auto Insurance Quotes,,,
"Insurance,Auto Insurance",(888) 312-2581,,US Insurance Net,,,
"Insurance,Homeowners Insurance",(877) 345-1044,,US Insurance Net,,,
Insurance,(866) 268-3284,,Cheap Auto Insurance Quotes,,,
"Insurance,Insurance Medical Examinations",(877) 844-1592,,US Insurance Net,,,
Auto Insurance,,,Shelter Insurance,,,
"Auto Insurance,Insurance",(866) 276-1219,,State Farm,,,
"Insurance,Auto Insurance,Banks",(877) 331-8261,,State Farm,,,
"Auto Insurance,Insurance",(877) 229-9777,,GEICO,,,
"Motorcycle Insurance,Insurance",(877) 336-4405,,GEICO,,,
,(877) 294-7187,,,,,
,(888) 444-0603,,,,,
,(877) 331-8261,,,,,
,(888) 431-3748,,,,,
,,,,,,
"Auto Insurance,Insurance",(888) 812-8697,,Allstate®,,,
"Auto Insurance,Insurance",(866) 403-0294,,21st Century,,,
"Homeowners Insurance,Insurance",(877) 815-8513,,MetLife,,,
Insurance,(866) 411-6811,,Cheap Auto Insurance Quotes,,,
Property & Casualty Insurance,(888) 807-1609,,Cheap Auto Insurance Quotes,,,
"Auto Insurance,Motorcycle Insurance",(877) 499-4774,,Cheap Auto Insurance Quotes,,,
"Insurance,Recreational Vehicle Insurance",(877) 220-5934,,Liberty Mutual,,,
Annuities & Retirement Insurance Plans,(888) 346-8536,,Insurancery,,,
"Auto Insurance,Insurance",(888) 346-8559,,Insurancery,,,
"Auto Insurance,Insurance",(888) 854-1062,,Cheap Auto Insurance Quotes,,,
"Insurance,Recreational Vehicle Insurance",(888) 850-6528,,Liberty Mutual,,,
Health Plans-Information & Referral...,(877) 204-9373,,Ready For My Quote,,,
"Motorcycle Insurance,Dental Insurance",(877) 202-8781,,MetLife,,,
"Life Insurance,Insurance",(888) 855-0113,,Ameri Quote,,,
"Truck Insurance,Insurance",(888) 287-8959,,Progressive Commercial Vehicle,,,
"Health Insurance,Insurance",(877) 261-1785,,Health Markets,,,
"Insurance,Health Insurance",(866) 389-4563,,US Insurance Net,,,
"Insurance,Life Insurance",(866) 402-7245,,US Insurance Net,,,
"Property & Casualty Insurance,Insurance",(855) 873-0572,,Ready For My Quote,,,
Insurance,(855) 880-5013,,Best Quotes,,,
"Property & Casualty Insurance,Insurance",(888) 760-3869,,Insurancery,,,
"Life Insurance,Insurance",(888) 346-8330,,Insurancery,,,
"Fire Insurance,Insurance",(888) 760-3889,,Insurancery,,,
"Homeowners Insurance,Insurance",(888) 346-8634,,Insurancery,,,
"Renters Insurance,Insurance",(877) 579-2769,,Rate Kick,,,
"Insurance,Life Insurance",(866) 317-9328,,US Insurance Net,,,
"Motorcycle Insurance,Life Insurance",(888) 346-8577,,Insurancery,,,
Insurance,(888) 346-8581,,Insurancery,,,
Health Plans-Information & Referral...,(888) 583-4219,,iCan Benefit Group,,,
"Insurance,Property & Casualty Insurance",(866) 404-3546,,US Insurance Net,,,
,(877) 294-7187,,,,,
,(877) 331-8261,,,,,
,(888) 431-3748,,,,,
,(888) 444-0603,,,,,
,,,,,,
"Insurance,Auto Insurance",(877) 294-7187,,GEICO,,,
"Insurance,Property & Casualty Insurance",(888) 431-3748,,Allstate Insurance Company,,,
"Auto Insurance,Investment Management",(877) 889-9212,,COUNTRY Financial,,,
Insurance,(866) 788-4408,,The General Insurance,,,
"Auto Insurance,Insurance",(877) 281-5725,,Nationwide Insurance,,,
"Insurance,Auto Insurance",(913) 631-9007,6339 Long Ave,John Wills - State Farm Insurance Agent,KS,"Shawnee, ",66216
Boat & Marine Insurance,(816) 765-4321,,Goode Insurance LLC,,,
Health Plans-Information & Referral...,(785) 789-4709,,Holmes Insurance Agency,,,
"Auto Insurance,Insurance",,,GEICO Insurance Agent,,,
"Auto Insurance,Insurance",(877) 826-2256,,Farmers Insurance,,,
"Insurance,Truck Insurance,Auto Insurance",(888) 221-3685,,Progressive Insurance,,,
Trust Companies,(816) 751-4200,,Country Club Trust Company,,,
"Insurance,Auto Insurance",(855) 291-0255,,Discount Insurance Quotes,,,
"Auto Insurance,Insurance",(888) 427-0542,,Esurance,,,
"Insurance,Auto Insurance",(877) 832-0334,,Discount Insurance Quotes,,,
"Motorcycle Insurance,Life Insurance",(877) 248-0512,,Liberty Mutual,,,
"Motorcycle Insurance,Insurance",(888) 309-5920,,Liberty Mutual,,,
"Motorcycle Insurance,Insurance",(888) 850-6560,,Liberty Mutual,,,
"Auto Insurance,Insurance",(866) 404-7305,,Auto Insurance Compare ©,,,
"Auto Insurance,Insurance",(877) 220-5911,,Liberty Mutual,,,
"Auto Insurance,Insurance",(888) 850-5017,,Liberty Mutual,,,
"Insurance,Auto Insurance",(877) 455-4189,,Insuring Today,,,
"Insurance,Auto Insurance",(888) 445-8127,,Insuring Tomorrow LLC,,,
"Insurance,Truck Insurance,Auto Insurance",(877) 774-5547,,Liberty Mutual,,,
"Insurance,Truck Insurance,Auto Insurance",(888) 844-0057,,Liberty Mutual,,,
"Insurance,Auto Insurance",(888) 450-3656,,Insuring Today,,,
"Auto Insurance,Insurance",(877) 866-0104,,Cheap Auto Insurance®,,,
"Life Insurance,Motorcycle Insurance",(877) 558-0536,,US Insurance Net,,,
"Insurance,Motorcycle Insurance",(877) 622-7228,,Motorcycle Insurance Pro,,,
"Insurance,Recreational Vehicle Insurance",(888) 839-6522,,RV Insurance Finder ©,,,
,(877) 331-8261,,,,,
,(888) 444-0603,,,,,
,(877) 294-7187,,,,,
,(888) 431-3748,,,,,
,(785) 542-3276,218 E 20th St,,KS,"Eudora, ",66025
,(785) 842-6407,2400 Iowa St,,KS,"Lawrence, ",66046
,(785) 842-6288,4311 W 6th St,,KS,"Lawrence, ",66049
,(785) 843-0702,2336 Ridge Ct,,KS,"Lawrence, ",66046
,(785) 843-0702,2336 Ridge Ct Suite A,,KS,"Lawrence, ",66046
,(785) 843-0702,2336 Ridge Ct Suite A,,KS,"Lawrence, ",66046
,(785) 331-3607,3801 W 6th St,,KS,"Lawrence, ",66049
,(785) 331-3607,3801 W 6th St,,KS,"Lawrence, ",66049
,(785) 843-2532,2233 Louisiana St Suite H2,,KS,"Lawrence, ",66046
,(888) 542-4965,,,,,
,(888) 812-8697,,,,,
,(888) 855-0113,,,,,
,(877) 866-0104,,,,,
,(888) 427-0542,,,,,
,(888) 346-8634,,,,,
,(888) 450-3656,,,,,
,(888) 445-8127,,,,,
,(877) 248-0512,,,,,
,(877) 204-9373,,,,,
,(888) 312-2581,,,,,
,,,,,,
,(913) 489-7712,1481 E 151st St,,KS,"Olathe, ",66062
,(816) 666-9363,,,,,
,(855) 686-2413,,,,,
,(877) 797-3514,114 W 4th Ave,,KS,"Garnett, ",66032
,(785) 330-5030,2233 Louisiana St Suite H2,,KS,"Lawrence, ",66046
Insurance,(785) 856-5355,3502 Westridge Dr,Bolz Ron,KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 856-1240,211 E 8th St,Aflac District Offcie,KS,"Lawrence, ",66044
Insurance,(785) 856-3020,123 W 8th St,Prairie Land Insurance,KS,"Lawrence, ",66044
"Insurance,Agriculture Insurance",(785) 331-4353,901 Kentucky St,"Woodward, Mary P",KS,"Lawrence, ",66044
Insurance,(785) 856-0995,237 Wisconsin St,Aflac,KS,"Lawrence, ",66044
Insurance,(785) 865-3500,917 Iowa St,Purcell Beverly,KS,"Lawrence, ",66044
Insurance,(785) 843-2772,1011 Westdale Rd,Baker Joe,KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 841-9538,2711 W 6th St,"Chapin, Cooper",KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 841-9538,2711 W 6th St # A,"Sawyers, Andrea",KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 841-9538,2711 W 6th St,"Cardova, Justin",KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 843-2532,2233 Louisiana St,Assett Conservation Group,KS,"Lawrence, ",66046
"Insurance,Agriculture Insurance",(785) 979-8407,2811 Stratford Rd,Swan & Associates,KS,"Lawrence, ",66049
Insurance,(785) 856-1240,1045 E 23rd St,AFLAC Regional Sales Office,KS,"Lawrence, ",66046
Insurance,(785) 843-8472,3017 W 6th St # B,Chapple Todd,KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 865-5200,3109 W 6th St,Shepley Sam,KS,"Lawrence, ",66049
Insurance,(785) 843-7511,3200 Mesa Way # D,Pollard T,KS,"Lawrence, ",66049
Insurance,(785) 749-5294,209 Deerfield Ln,Ford Jessie C,KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 749-5294,209 Deerfield Ln,New York Life,KS,"Lawrence, ",66049
"Homeowners Insurance,Life Insurance",(785) 843-7511,2420 Iowa St Ste E,Farmers Insurance,KS,"Lawrence, ",66046
"Insurance,Agriculture Insurance",(785) 843-6591,2420 Iowa St,American Family Ins-Harry A,KS,"Lawrence, ",66046
"Insurance,Agriculture Insurance",(785) 841-3575,1420 Kasold Dr,"Oaks, Joshua",KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 865-4040,1420 Kasold Dr # B,Wollesen Lance,KS,"Lawrence, ",66049
"Insurance,Auto Insurance",(785) 865-4040,1420 Kasold Dr,Shelter Insurance,KS,"Lawrence, ",66049
"Auto Insurance,Insurance",(785) 841-3020,2500 Iowa St,Shelter Insurance,KS,"Lawrence, ",66046
"Insurance,Agriculture Insurance",(785) 841-3020,2500 Iowa St # 1,"Peterson, Gary",KS,"Lawrence, ",66046
"Insurance,Agriculture Insurance",(785) 841-7444,2201 W 25th St,"Lilienkamp, Gayland",KS,"Lawrence, ",66047
"Insurance,Financial Planning Consultants",(785) 841-7444,2201 W 25th St,Farm Bureau Financial Services,KS,"Lawrence, ",66047
Insurance,(785) 842-7771,2708 Stone Barn Ter,Prudential Financial,KS,"Lawrence, ",66047
Insurance,(785) 841-7444,2201 W 25th St # S,Bird Don,KS,"Lawrence, ",66047
"Insurance,Auto Insurance",(785) 727-1120,2201 W 25th St,"Reed, Ron",KS,"Lawrence, ",66047
Insurance,(785) 842-7771,2708 Stone Barn Ter,Williams Chris,KS,"Lawrence, ",66047
,(877) 294-7187,,,,,
,(888) 431-3748,,,,,
,(888) 444-0603,,,,,
,(877) 331-8261,,,,,
,,,,,,
"Insurance,Agriculture Insurance",(785) 865-5200,2601 Iowa St,Farmers Insurance,KS,"Lawrence, ",66046
"Insurance,Agriculture Insurance",(785) 242-9549,3801 W 6th St,"Ramirez, Tami",KS,"Lawrence, ",66049
"Insurance,Auto Insurance",(785) 727-1329,2801 Iowa St,American Family Insurance,KS,"Lawrence, ",66046
"Insurance,Agriculture Insurance",(785) 727-1329,2801 Iowa St,"Flummerfelt, D J",KS,"Lawrence, ",66046
"Insurance,Auto Insurance",(785) 371-4055,4105 W 6th St # C,American Family Insurance,KS,"Lawrence, ",66049
Insurance,(785) 856-6767,4105 W 6th St,Hess Chad,KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 371-4055,4105 W 6th St # C,"Daniel, Garvin",KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 841-6778,4106 W 6th St # C,"Maravac, Justin",KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 841-6778,4106 W 6th St # C,Ron King Agency Inc,KS,"Lawrence, ",66049
Insurance,(785) 843-1600,3514 Clinton Pkwy # L,Soucannavong Miranda,KS,"Lawrence, ",66047
Insurance,(785) 841-8008,3010 Four Wheel Dr,American Family Insurance,KS,"Lawrence, ",66047
"Insurance,Agriculture Insurance",(785) 393-1276,4528 Grove Dr,"Cornell, Rich",KS,"Lawrence, ",66049
Insurance,(785) 843-2434,1217 Biltmore Dr # 200,Shanks Steve,KS,"Lawrence, ",66049
Insurance,(785) 856-9119,1120 Summerfield Way,New York Life Garrett Harper,KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 856-9119,5040 Bob Billings Pkwy,New York Life Garrett Harper,KS,"Lawrence, ",66049
Insurance,(785) 856-8920,2311 Wakarusa Dr # F,Reed Patricia,KS,"Lawrence, ",66047
"Insurance,Agriculture Insurance",(785) 856-8920,2311 Wakarusa Dr,"Cordova, Beth",KS,"Lawrence, ",66047
"Insurance,Financial Planning Consultants",(785) 856-8920,2311 Wakarusa Dr,Farm Bureau Financial,KS,"Lawrence, ",66047
"Insurance,Agriculture Insurance",(785) 842-3321,305 E 7th St,Gardner Insurance,KS,"Lawrence, ",66044
Insurance,(785) 856-3020,123 W 8th St,Lowe James,KS,"Lawrence, ",66044
"Insurance,Agriculture Insurance",(785) 856-6262,120 E 9th St,Rusty Thomas Insurance & Financial,KS,"Lawrence, ",66044
"Homeowners Insurance,Life Insurance",(785) 331-4353,901 Kentucky St Ste 101,American Family Insurance,KS,"Lawrence, ",66044
Insurance,(785) 841-0200,1035 Vermont St,Hedges Insurance,KS,"Lawrence, ",66044
"Insurance,Agriculture Insurance",(785) 832-1647,725 N 2nd St,Millard Management,KS,"Lawrence, ",66044
"Insurance,Auto Insurance",(785) 856-7650,935 Iowa St,Farmers Insurance,KS,"Lawrence, ",66044
Insurance,(785) 843-2772,1011 Westdale Rd,Hack Alan Jr Ins,KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 843-2772,1011 Westdale Rd,CEK Insurance,KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 843-2772,1011 Westdale Rd,"Cullers, Tracy",KS,"Lawrence, ",66049
"Insurance,Agriculture Insurance",(785) 843-2772,1011 Westdale Rd,"Karasek, Tom",KS,"Lawrence, ",66049
,(877) 331-8261,,,,,
,(888) 431-3748,,,,,
,(888) 444-0603,,,,,
,(877) 294-7187,,,,,
,,,,,,
"Insurance,Property & Casualty Insurance",(816) 298-1133,1312 S Noland Rd,Auto Insurance Discounters,MO,"Independence, ",64055
"Insurance,Auto Insurance",(866) 276-1219,,State Farm,,,
Auto Insurance,(913) 624-3275,7800 Shawnee Mission Pkwy Suite 12,Affordable Insurance Services,KS,"Mission, ",66202
Insurance,(877) 899-7483,,Progressive Insurance,,,
"Insurance,Auto Insurance",(877) 832-0334,,Discount Insurance Quotes,,,
"Insurance,Auto Insurance",(888) 494-5280,,Discount Insurance Quotes,,,
"Insurance,Auto Insurance",(855) 291-0255,,Discount Insurance Quotes,,,
"Insurance,Auto Insurance,Life Insurance",(785) 371-1067,3300 Bob Billings Pkwy,Chris Munk - State Farm Insurance Agent,KS,"Lawrence, ",66049
"Auto Insurance,Insurance",(785) 330-5296,2233 Louisiana St Ste. H2,Steven Dreiling LUTCF - Allstate Insurance Company,KS,"Lawrence, ",66046
"Insurance,Auto Insurance,Life Insurance",(785) 371-1069,2400 Iowa St,Mike Grosdidier - State Farm Insurance Agent,KS,"Lawrence, ",66046
"Insurance,Property & Casualty Insurance",(785) 380-8297,4106 W 6th St Ste F,Richard Hall - Allstate Insurance Company,KS,"Lawrence, ",66049
"Insurance,Homeowners Insurance",(785) 842-4193,543 Lawrence Ave,Dennis Garrison - State Farm Insurance Agent,KS,"Lawrence, ",66049
"Insurance,Homeowners Insurance",(785) 842-5000,3300 Bob Billings Pkwy,Chris Munk - State Farm Insurance Agent,KS,"Lawrence, ",66049
"Insurance,Life Insurance,Auto Insurance",(785) 843-1292,2400 Iowa St,Bob Carlson - State Farm Insurance Agent,KS,"Lawrence, ",66046
"Insurance,Homeowners Insurance",(785) 842-6407,2400 Iowa St,Mike Grosdidier - State Farm Insurance Agent,KS,"Lawrence, ",66046
"Insurance,Homeowners Insurance",(785) 842-6288,4311 W 6th St,Rochelle Tramp - State Farm Insurance Agent,KS,"Lawrence, ",66049
"Insurance,Life Insurance,Auto Insurance",(785) 330-5028,3200 Mesa Way Ste D,Thomas Pollard - Farmers Insurance,KS,"Lawrence, ",66049
"Surety & Fidelity Bonds,Insurance",(785) 865-3500,917 Iowa St,Allen & Purcell Agency,KS,"Lawrence, ",66044
Insurance,(785) 843-0702,2336 Ridge Ct Suite A,Beasley Insurance Inc,KS,"Lawrence, ",66046
Insurance,(785) 331-3607,3801 W 6th St,"Kansas Insurance, Inc.",KS,"Lawrence, ",66049
Insurance,(785) 843-0702,2336 Ridge Ct,Beasley Insurance,KS,"Lawrence, ",66046
"Auto Insurance,Insurance",(785) 843-2532,2233 Louisiana St Suite H2,Allstate Insurance Company - Steven Dreiling,KS,"Lawrence, ",66046
"Insurance,Truck Insurance,Auto Insurance",(785) 843-0702,2336 Ridge Ct Suite A,Beasley Insurance Inc,KS,"Lawrence, ",66046
"Insurance,Truck Insurance,Auto Insurance",(785) 331-3607,3801 W 6th St,"Kansas Insurance, Inc.",KS,"Lawrence, ",66049
"Financial Services,Homeowners Insurance",(785) 200-9213,1216 E 23rd St Ste B,American Family Insurance - Dave Nuzum,KS,"Lawrence, ",66046
"Financial Services,Homeowners Insurance",(785) 727-4874,2601 Iowa St,American Family Insurance - D J Flummerfelt,KS,"Lawrence, ",66046
"Financial Services,Homeowners Insurance",(785) 200-9220,708 W 9th St Ste 208,American Family Insurance - Mary Woodward,KS,"Lawrence, ",66044
"Financial Services,Homeowners Insurance",(785) 330-5467,2420 Iowa St,American Family Insurance - Jenny Huber,KS,"Lawrence, ",66046
