category,phone,streetAddress,name,addressState,addressCity,addressZip
"Golf Courses,Private Golf Courses",(913) 897-3809,12501 Quivira Rd,Overland Park Golf Club,KS,"Overland Park, ",66213
"Golf Courses,Golf Practice Ranges",(913) 897-3804,11099 W 135th St,St Andrews Golf Club,KS,"Overland Park, ",66221
Soccer Clubs,(913) 888-5425,8875 Rosehill Rd,All American Indoor Sports Inc,KS,"Lenexa, ",66215
Soccer Clubs,(913) 764-4111,1499 E 151st St,Olathe Soccer Club,KS,"Olathe, ",66062
Sports Promoters & Managers,(913) 397-9024,13095 S Mur Len Rd Ste 140,USA Athletes Intl Inc,KS,"Olathe, ",66062
,,,,,,
Tennis Courts-Private,(785) 266-9999,2909 SW 37th St,Wood Valley Pool,KS,"Topeka, ",66614
Soccer Clubs,(913) 599-4884,8263 Flint St,Challenger Sports,KS,"Overland Park, ",66214
"Private Golf Courses,Private Clubs",(913) 402-1000,14225 Dearborn St,Nicklaus Golf Club at LionsGate,KS,"Overland Park, ",66223
"Rifle & Pistol Ranges,Guns & Gunsmiths",(785) 233-1616,3043 NW Button Rd,Kaw Valley Gun Club,KS,"Topeka, ",66618
Soccer Clubs,(913) 432-2250,6711 Hauser Dr,Shawnee Soccer Club,KS,"Shawnee, ",66216
Public Swimming Pools,(785) 271-5196,4201 SW Reinisch Pkwy,Blaisdell Pool,KS,"Topeka, ",66604
"Baseball Clubs & Parks,Clubs",(913) 469-6829,12500 W 119th Ter,Stoll Park Softball Line,KS,"Overland Park, ",66213
Soccer Clubs,(913) 888-8702,9063 Bond St,All American Sport Inc,KS,"Overland Park, ",66214
Soccer Clubs,(785) 233-9700,4829 NW 17th St,Sunflower Soccer Association,KS,"Topeka, ",66618
Soccer Clubs,(913) 851-9898,8255 Melrose Dr,Soccer Excellence,KS,"Overland Park, ",66214
Soccer Clubs,(913) 651-3800,314 Delaware St,Leavenworth City Soccer Association,KS,"Leavenworth, ",66048
Soccer Clubs,(913) 851-9898,9701 W 67th St,Soccer Excellence,KS,"Shawnee, ",66203
Soccer Clubs,(913) 685-2872,13700 Switzer Rd,Blue Valley Soccer Club,KS,"Overland Park, ",66221
Private Swimming Pools,(913) 681-6529,14716 Wedd St,Windsor Hills Cabana Pool,KS,"Overland Park, ",66221
"Sports Promoters & Managers,Clubs",(913) 563-5400,7450 W 130th St,Premier Sports Management Inc,KS,"Overland Park, ",66213
Tennis Courts-Private,(913) 897-4444,14481 Metcalf Ave,Elite Squad Tennis,KS,"Overland Park, ",66223
"Tennis Courts-Private,Tennis Courts",(913) 897-4444,14481 Metcalf Ave,"Wolf, Mike",KS,"Overland Park, ",66223
Soccer Clubs,(913) 268-5425,7604 Wedd St,Kansas City Women's Sports,KS,"Overland Park, ",66204
Soccer Clubs,(913) 549-4498,7230 W 79th St,Overland Park Soccer Club,KS,"Overland Park, ",66204
"Tennis Courts-Private,Tennis Courts",(913) 642-6880,6800 W 91st St,Overland Park Racquet Club,KS,"Overland Park, ",66212
"Tennis Courts-Private,Tennis Courts",(913) 789-8000,6501 Frontage Rd,K C Racquet & Tennis,KS,"Mission, ",66202
Sports Promoters & Managers,(913) 403-0770,6740 Antioch Rd,Enjoy The Game,KS,"Overland Park, ",66204
Public Swimming Pools,(785) 543-6142,CITY Park,Phillipsburg Swimming Pool,KS,"Phillipsburg, ",67661
,,,,,,
Soccer Clubs,(785) 749-5872,2518 Ridge Ct,Kaw Valley Soccer Association,KS,"Lawrence, ",66046
Baseball Clubs & Parks,(913) 328-2255,1800 Village West Pkwy,Kansas City T-Bones,KS,"Kansas City, ",66111
Sports Clubs & Organizations,(785) 484-2261,6615 Maple Ct # 392,Perry Yacht Club,KS,"Meriden, ",66512
Sports Clubs & Organizations,(785) 484-2261,8368 Yacht Club Dr,Perry Yacht Club,KS,"Meriden, ",66512
Sports Clubs & Organizations,(785) 267-5674,2815 SE 25th St,Dornwood Girls Softball A,KS,"Topeka, ",66605
Sports Clubs & Organizations,(913) 334-9526,1800 Village West Pkwy,Kc Wizzards,KS,"Kansas City, ",66111
Sports Clubs & Organizations,(913) 422-4070,19800 Johnson Dr,Shawnee Mission Beach Volleyball,KS,"Shawnee, ",66218
Sports Clubs & Organizations,(913) 888-6287,15546 W 108th St,Mavs,KS,"Lenexa, ",66219
Sports Clubs & Organizations,(913) 783-4300,25825 Edgemore Rd,Water Sports,KS,"Paola, ",66071
Sports Clubs & Organizations,(913) 499-8704,8500 W 110th St,Puma Futbol Club Inc,KS,"Overland Park, ",66210
Hockey Clubs,(816) 252-7825,,Missouri Mavericks,,,
Baseball Clubs & Parks,(800) 676-9257,KAUFFMAN Stadium - One Royal Way,Kansas City Royals,MO,"Kansas City, ",64129
Hockey Clubs,(316) 264-4625,,Wichita Thunder,,,
Baseball Clubs & Parks,(316) 264-6887,,Wichita Wingnuts,,,
Rifle & Pistol Ranges,(785) 843-8213,918 E 1650th Rd,Cedar Hill Gun Club,KS,"Baldwin City, ",66006
Social Service Organizations,(913) 301-3376,18573 Stillwell Rd,Tri County Rod & Gun Club,KS,"Linwood, ",66052
"Golf Practice Ranges,Golf Courses",(913) 724-4653,4605 Clubhouse Dr,Falcon Lakes Golf Club,KS,"Basehor, ",66007
"Batting Cages,Golf Practice Ranges",(913) 492-4386,18145 W 87th St,Kansas Sports Center,KS,"Lenexa, ",66219
"Golf Courses,Golf Practice Ranges",(913) 393-4653,20200 Prairie Star Pkwy,Falcon Ridge Golf Club,KS,"Lenexa, ",66220
Golf Tournament Booking & Planning...,(913) 529-2235,18145 W 87th St,Golf Club of Kansas,KS,"Lenexa, ",66219
Baseball Clubs & Parks,(785) 266-8870,2801 SE 25th St,Highland Park Baseball Association,KS,"Topeka, ",66605
Directory & Guide Advertising,(913) 428-9583,PO Box 3591,YouthSportsKC.com,KS,"Olathe, ",66063
Soccer Clubs,(913) 764-6405,1570 S Mahaffie Cir,Olathe Soccer Club,KS,"Olathe, ",66062
"Soccer Clubs,Sporting Goods",(913) 397-6566,15440 S Keeler St,Soccer Kemistry,KS,"Olathe, ",66062
Soccer Clubs,(913) 782-6434,708 S Rogers Rd Ste C,Kansas State Youth Soccer Assn,KS,"Olathe, ",66062
"Golf Courses,Private Golf Courses",(913) 897-3809,12501 Quivira Rd,Overland Park Golf Club,KS,"Overland Park, ",66213
"Golf Courses,Golf Practice Ranges",(913) 897-3804,11099 W 135th St,St Andrews Golf Club,KS,"Overland Park, ",66221
Soccer Clubs,(913) 888-5425,8875 Rosehill Rd,All American Indoor Sports Inc,KS,"Lenexa, ",66215
Soccer Clubs,(913) 764-4111,1499 E 151st St,Olathe Soccer Club,KS,"Olathe, ",66062
Sports Promoters & Managers,(913) 397-9024,13095 S Mur Len Rd Ste 140,USA Athletes Intl Inc,KS,"Olathe, ",66062
,,,,,,
